20.141602,77
20.507812,60.5
20.874023,60.5
21.240234,60.5
21.606445,60.5
21.972656,60.5
22.338867,60.5
22.705078,60.5
23.071289,60.5
23.4375,60.5
23.803711,60.5
24.169922,60.5
24.536133,60.5
24.902344,60.5
25.268555,60.5
25.634766,60.5
26.000977,60.5
26.367188,60.5
26.733398,60.5
27.099609,60.5
27.46582,60.5
27.832031,60.5
28.198242,60.5
28.564453,60.5
28.930664,60.5
29.296875,60.5
29.663086,60.5
30.029297,60.5
30.395508,60.5
30.761719,60.5
31.12793,60.5
31.494141,60.5
31.860352,60.5
32.226562,60.5
32.592773,60.5
32.958984,60.5
33.325195,60.5
33.691406,60.5
34.057617,60.5
34.423828,60.5
34.790039,60.5
35.15625,60.5
35.522461,60.5
35.888672,60.5
36.254883,60.5
36.621094,60.5
36.987305,60.5
37.353516,60.5
37.719727,60.5
38.085938,60.5
38.452148,60.5
38.818359,60.5
39.18457,60.5
39.550781,60.5
39.916992,60.5
40.283203,60.5
40.649414,60.5
41.015625,60.5
41.381836,60.5
41.748047,60.5
42.114258,60.5
42.480469,60.5
42.84668,60.5
43.212891,60.5
43.579102,60.5
43.945312,60.5
44.311523,60.5
44.677734,60.5
45.043945,60.5
45.410156,60.5
45.776367,60.5
46.142578,60.5
46.508789,60.5
46.875,60.5
47.241211,60.5
47.607422,60.5
47.973633,60.5
48.339844,60.5
48.706055,60.5
49.072266,60.5
49.438477,60.5
49.804688,60.5
50.170898,60.5
50.537109,60.5
50.90332,60.5
51.269531,60.5
51.635742,60.5
52.001953,60.5
52.368164,60.5
52.734375,60.5
53.100586,60.5
53.466797,60.5
53.833008,60.5
54.199219,60.5
54.56543,60.5
54.931641,60.5
55.297852,60.5
55.664062,60.5
56.030273,60.5
56.396484,60.5
56.762695,60.5
57.128906,60.5
57.495117,60.5
57.861328,60.5
58.227539,60.5
58.59375,60.5
58.959961,60.5
59.326172,60.5
59.692383,60.5
60.058594,60.5
60.424805,60.5
60.791016,60.5
61.157227,60.5
61.523438,60.5
61.889648,60.5
62.255859,60.5
62.62207,60.5
62.988281,60.5
63.354492,60.5
63.720703,60.5
64.086914,60.5
64.453125,60.5
64.819336,60.5
65.185547,60.5
65.551758,60.5
65.917969,60.5
66.28418,60.5
66.650391,60.5
67.016602,60.5
67.382812,60.5
67.749023,60.5
68.115234,60.5
68.481445,60.5
68.847656,60.5
69.213867,60.5
69.580078,60.5
69.946289,60.5
70.3125,60.5
70.678711,60.5
71.044922,60.5
71.411133,60.5
71.777344,60.5
72.143555,60.5
72.509766,60.6
72.875977,60.6
73.242188,60.6
73.608398,60.6
73.974609,60.7
74.34082,60.7
74.707031,60.7
75.073242,60.8
75.439453,60.8
75.805664,60.9
76.171875,60.9
76.538086,61
76.904297,61
77.270508,61.1
77.636719,61.1
78.00293,61.2
78.369141,61.2
78.735352,61.3
79.101562,61.4
79.467773,61.4
79.833984,61.5
80.200195,61.6
80.566406,61.6
80.932617,61.7
81.298828,61.8
81.665039,61.9
82.03125,61.9
82.397461,62
82.763672,62.1
83.129883,62.2
83.496094,62.2
83.862305,62.3
84.228516,62.4
84.594727,62.5
84.960938,62.6
85.327148,62.6
85.693359,62.7
86.05957,62.8
86.425781,62.9
86.791992,63
87.158203,63
87.524414,63.1
87.890625,63.2
88.256836,63.3
88.623047,63.4
88.989258,63.5
89.355469,63.5
89.72168,63.6
90.087891,63.7
90.454102,63.8
90.820312,63.8
91.186523,63.9
91.552734,64
91.918945,64.1
92.285156,64.2
92.651367,64.2
93.017578,64.3
93.383789,64.4
93.75,64.5
94.116211,64.5
94.482422,64.6
94.848633,64.7
95.214844,64.8
95.581055,64.8
95.947266,64.9
96.313477,65
96.679688,65
97.045898,65.1
97.412109,65.2
97.77832,65.3
98.144531,65.3
98.510742,65.4
98.876953,65.5
99.243164,65.5
99.609375,65.6
99.975586,65.6
100.341797,65.7
100.708008,65.8
101.074219,65.8
101.44043,65.9
101.806641,66
102.172852,66
102.539062,66.1
102.905273,66.1
103.271484,66.2
103.637695,66.3
104.003906,66.3
104.370117,66.4
104.736328,66.4
105.102539,66.5
105.46875,66.6
105.834961,66.6
106.201172,66.7
106.567383,66.7
106.933594,66.8
107.299805,66.8
107.666016,66.9
108.032227,66.9
108.398438,67
108.764648,67
109.130859,67.1
109.49707,67.1
109.863281,67.2
110.229492,67.2
110.595703,67.3
110.961914,67.3
111.328125,67.4
111.694336,67.4
112.060547,67.5
112.426758,67.5
112.792969,67.5
113.15918,67.6
113.525391,67.6
113.891602,67.7
114.257812,67.7
114.624023,67.8
114.990234,67.8
115.356445,67.8
115.722656,67.9
116.088867,67.9
116.455078,68
116.821289,68
117.1875,68
117.553711,68.1
117.919922,68.1
118.286133,68.1
118.652344,68.2
119.018555,68.2
119.384766,68.2
119.750977,68.3
120.117188,68.3
120.483398,68.3
120.849609,68.4
121.21582,68.4
121.582031,68.4
121.948242,68.5
122.314453,68.5
122.680664,68.5
123.046875,68.5
123.413086,68.6
123.779297,68.6
124.145508,68.6
124.511719,68.6
124.87793,68.7
125.244141,68.7
125.610352,68.7
125.976562,68.7
126.342773,68.8
126.708984,68.8
127.075195,68.8
127.441406,68.8
127.807617,68.8
128.173828,68.9
128.540039,68.9
128.90625,68.9
129.272461,68.9
129.638672,68.9
130.004883,69
130.371094,69
130.737305,69
131.103516,69
131.469727,69
131.835938,69
132.202148,69
132.568359,69.1
132.93457,69.1
133.300781,69.1
133.666992,69.1
134.033203,69.1
134.399414,69.1
134.765625,69.1
135.131836,69.1
135.498047,69.2
135.864258,69.2
136.230469,69.2
136.59668,69.2
136.962891,69.2
137.329102,69.2
137.695312,69.2
138.061523,69.2
138.427734,69.2
138.793945,69.2
139.160156,69.2
139.526367,69.2
139.892578,69.2
140.258789,69.2
140.625,69.2
140.991211,69.2
141.357422,69.2
141.723633,69.2
142.089844,69.2
142.456055,69.2
142.822266,69.2
143.188477,69.2
143.554688,69.2
143.920898,69.2
144.287109,69.2
144.65332,69.2
145.019531,69.2
145.385742,69.2
145.751953,69.2
146.118164,69.2
146.484375,69.2
146.850586,69.2
147.216797,69.2
147.583008,69.2
147.949219,69.2
148.31543,69.2
148.681641,69.2
149.047852,69.2
149.414062,69.2
149.780273,69.2
150.146484,69.2
150.512695,69.2
150.878906,69.2
151.245117,69.1
151.611328,69.1
151.977539,69.1
152.34375,69.1
152.709961,69.1
153.076172,69.1
153.442383,69.1
153.808594,69.1
154.174805,69.1
154.541016,69.1
154.907227,69
155.273438,69
155.639648,69
156.005859,69
156.37207,69
156.738281,69
157.104492,69
157.470703,68.9
157.836914,68.9
158.203125,68.9
158.569336,68.9
158.935547,68.9
159.301758,68.9
159.667969,68.9
160.03418,68.8
160.400391,68.8
160.766602,68.8
161.132812,68.8
161.499023,68.8
161.865234,68.8
162.231445,68.7
162.597656,68.7
162.963867,68.7
163.330078,68.7
163.696289,68.7
164.0625,68.7
164.428711,68.6
164.794922,68.6
165.161133,68.6
165.527344,68.6
165.893555,68.6
166.259766,68.5
166.625977,68.5
166.992188,68.5
167.358398,68.5
167.724609,68.5
168.09082,68.4
168.457031,68.4
168.823242,68.4
169.189453,68.4
169.555664,68.4
169.921875,68.3
170.288086,68.3
170.654297,68.3
171.020508,68.3
171.386719,68.3
171.75293,68.2
172.119141,68.2
172.485352,68.2
172.851562,68.2
173.217773,68.2
173.583984,68.1
173.950195,68.1
174.316406,68.1
174.682617,68.1
175.048828,68
175.415039,68
175.78125,68
176.147461,68
